,DATE,wind_x,wind_y,ceiling,visibility,pressure,dew,precipitation_duration,precipitation_depth,pm25,mean_aod,min_aod,max_aod,grid_id,location,tz,wkt,Latitudes,Longitudes
72032999999,2018-02-15,65.36997248,-12.42547695,13115.5,16070.65278,,50.41666667,,,10.9,0.079095238,0.027,0.14,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-02-16,12.29343685,63.56972596,22000,16093,,-72.17391304,,,7.7,0.066047619,0.029,0.114,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-02-17,-7.052682537,68.09617564,22000,16093,,-81.80555556,,,10.78421053,0.072690476,0.036,0.108,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-02-18,-14.43771355,22.71706349,22000,16093,,-8.75,,,11.69473684,0.092619048,0.063,0.164,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-02-19,34.83890904,45.05178839,9796.628571,15824.79167,,1.971830986,1,4.5,8.007692308,0.093394737,0.037,0.173,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-02-20,29.27519307,59.31140107,21168.17143,16070.01429,,-137.1428571,,,8.238888889,0.046746032,0.019,0.141,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-02-21,23.62373966,-1.414930675,14127.375,16093,,-80.27777778,,,10.98,0.198952381,0.169,0.251,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-02-22,-14.1186283,60.50073682,13503.88889,16070.65278,,-17.22222222,,,13.75833333,0.305,0.299,0.311,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-02-23,-15.30674672,134.3416239,13482.88732,15847.13889,,0.694444444,1,10,7.746153846,0.112576923,0.041,0.346,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-02-24,25.850341,79.64514794,22000,16093,,-101.1111111,,,10.30666667,0.069809524,0.026,0.136,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-02-25,-12.36059736,49.13450743,22000,16070.65278,,-46.25,,,11.76666667,0.080904762,0.032,0.122,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-02-27,-10.87041754,73.68558823,12001.71014,15053.68056,,21.38888889,1,25,6.133333333,0.451,0.438,0.464,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-03-01,-22.02141953,118.3237457,11808.45833,16093,,34.44444444,,,17.125,0.14452381,0.085,0.22,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-03-04,-1.421506711,64.87119649,15022.26389,15981.25,,18.47222222,,,10.17777778,0.17176,0.131,0.271,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-03-05,16.15103594,57.05958622,22000,16093,,-65.27777778,,,4.755555556,0.059857143,0.03,0.102,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-03-06,53.54056472,117.4856985,22000,16093,,-100.6944444,,,8.52,0.055380952,0.033,0.083,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-03-08,-26.23311155,52.90202124,19923.875,15958.91667,,-31.52777778,,,21.34,0.184,0.157,0.231,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-03-09,-20.07763834,75.11016299,19971.19444,15869.52778,,35,,,20.36,0.255,0.255,0.255,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-03-12,-12.91188932,10.81470113,15053.56944,13366.22222,,122.3611111,,,23.18333333,0.413,0.382,0.437,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-03-14,20.12031525,4.779019205,1776.078125,11812.77778,,109.8611111,1,9,9.028571429,0.535,0.535,0.535,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-03-15,33.8719317,46.97387093,4859.34375,13511.47222,,70.27777778,1,21.5,8.1,0.2502,0.107,0.382,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-03-17,6.995709048,-14.31203715,4943.553846,13120.36111,,57.5,1,8.2,6.95,0.2425,0.148,0.49,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-03-19,18.78240452,44.166569,22000,16093,,1.527777778,,,10.9,0.079404762,0.019,0.196,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-03-20,-10.48138894,9.991130339,21225.16667,16070.65278,,-16.66666667,,,10.33333333,0.250916667,0.211,0.304,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-03-23,37.60902218,75.70725287,6342.339286,10762.25,,111.6666667,1,7.5,9.4375,0.543833333,0.496,0.558,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-03-24,-21.9602027,104.3994621,13966.33333,14930.79167,,79.58333333,,,13.77777778,0.376333333,0.265,0.503,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-03-26,16.54703717,100.5106719,15321.44898,16093,,23.38235294,,,7.655555556,0.062785714,0.02,0.139,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-03-27,13.58772114,76.40433736,22000,16070.65278,,-30.41666667,,,7.375,0.099119048,0.04,0.201,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-03-28,16.59222441,64.80189915,22000,16070.65278,,-20.83333333,,,11,0.076595238,0.028,0.153,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-03-29,5.271564358,56.85553375,22000,16003.61111,,45.83333333,,,18.61,0.113,0.072,0.169,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-03-30,20.53219763,98.58173572,22000,15154.36111,,65.41666667,,,23.525,0.176317073,0.109,0.232,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-04-04,-22.99467537,71.56608017,22000,12494.59722,,101.6666667,,,29.22222222,0.240473684,0.188,0.331,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-04-05,26.41109568,73.91446876,17384.44737,5984.708333,,108.1944444,,,41.7625,0.380761905,0.331,0.422,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-04-07,-25.71192526,28.61306329,19494.84314,15288.48611,,115.2777778,,,16.87272727,0.271547619,0.194,0.353,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-04-08,41.08780088,47.19586422,8207.224138,13779.70833,,121.8055556,,,18.26923077,0.154761905,0.134,0.177,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-04-09,21.1863542,46.07168649,22000,15981.26389,,18.28571429,,,13.88888889,0.173785714,0.108,0.271,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-04-10,23.95004953,84.63184339,22000,16070.65278,,-30.56338028,,,15.45,0.290705882,0.114,0.323,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-04-11,53.91609137,56.27198624,22000,16049.51351,,31.35135135,,,15.44166667,0.091785714,0.028,0.194,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-04-12,0.819973538,12.70255929,18382.64151,15891.875,,60.28571429,,,8.033333333,0.161285714,0.102,0.269,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-04-13,20.53451016,89.463296,22000,16093,,-74.92957746,,,7.745454545,0.199357143,0.123,0.278,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-04-14,121.5217838,-1.997747735,22000,16048.30556,,-84.44444444,,,11.43333333,0.15097619,0.115,0.198,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-04-17,2.268491862,28.26500551,20330.97959,16070.65278,,7.638888889,,,9.633333333,0.085261905,0.026,0.153,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-04-18,40.79274366,30.43486017,22000,15914.20833,,-43.19444444,,,7.166666667,0.130928571,0.019,0.291,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-04-20,34.13402387,38.65660699,13156.34722,15936.56944,,48.05555556,,,10.66666667,0.075952381,0.019,0.183,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-04-21,-37.53641691,30.81563268,22000,275734.8611,,36.03773585,,,11.3,0.091333333,0.067,0.126,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-04-22,-7.254213491,29.05808899,22000,16070.65278,,23.19444444,,,14.06,0.11052381,0.024,0.215,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-04-23,-38.70914592,11.61847437,22000,15690.75,,50.27777778,,,19.82857143,0.190261905,0.151,0.233,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-04-24,11.56063343,42.98099227,22000,15503.77465,,51.17647059,,,27.95,0.223,0.223,0.223,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-04-25,64.06740222,75.70239656,21244,43616.45455,,77.84615385,,,23.13846154,0.1438,0.021,0.23,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-04-26,-13.1378246,69.30652239,21401.9,12874.48571,,76.28571429,,,22.85,0.148983051,0.051,0.345,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-04-27,47.91278869,51.01190646,12718.92647,11108.69444,,91.52777778,,,24.10625,0.117333333,0.065,0.194,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-04-28,25.05763811,79.53684928,22000,15243.75,,83.75,,,20.72631579,0.304878049,0.214,0.364,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-04-29,24.96935378,56.6910659,12144.34483,15730.39437,,80.14084507,,,15.74090909,0.452307692,0.368,0.547,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-05-03,15.9551021,46.80349599,11962.44444,13684.76389,,86.25,,,16.62105263,0.147195122,0.066,0.22,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-05-07,2.703021114,82.68625297,22000,16048.30556,,47.6056338,,,16.09411765,0.087690476,0.047,0.133,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-05-08,33.94629602,72.48667828,17891.56061,15847.18056,,69.44444444,,,21.10588235,0.329,0.298,0.361,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-05-09,-11.75055967,70.3696025,22000,13880.34375,,109.84375,,,27,0.142121951,0.065,0.193,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-05-10,32.60116586,68.87177857,22000,14389.19118,,120.8823529,,,23.91052632,0.19595122,0.102,0.264,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
72032999999,2018-05-13,58.31285293,27.86305293,4640.421875,12891.19444,,100.1388889,1,2,10.35333333,0.335259259,0.283,0.364,DJN0F,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.6194144762577 34.09367183102137, -117.6194144762577 34.13085940091023, -117.6643302404637 34.13085940091023, -117.6643302404637 34.09367183102137, -117.6194144762577 34.09367183102137))",34.11226562,117.6418724
